,acc,prec,rec,F1,loss
0,0.7126930952072144,0.6799545884132385,0.7126930952072144,0.6765974760055542,1.208536283157411
1,0.8911946415901184,0.8798362612724304,0.8911946415901184,0.8818842172622681,0.38720575023797293
2,0.9162365198135376,0.910750150680542,0.9162365198135376,0.9117927551269531,0.269890684235309
3,0.927606463432312,0.9243611097335815,0.927606463432312,0.9241709113121033,0.22951798903800183
4,0.9348841905593872,0.9318537712097168,0.9348841905593872,0.9319278001785278,0.20486541782017959
5,0.9390579462051392,0.9369498491287231,0.9390579462051392,0.9364942908287048,0.1889152867231697
6,0.9424757957458496,0.9402812123298645,0.9424757957458496,0.9401109218597412,0.17674825697516394
7,0.9454752802848816,0.9438029527664185,0.9454752802848816,0.9432328343391418,0.16723494666318092
8,0.9483816623687744,0.9468043446540833,0.9483816623687744,0.946395993232727,0.15743296522469766
9,0.9490792155265808,0.9474280476570129,0.9490792155265808,0.9471070170402527,0.1517435232221726
10,0.9527298212051392,0.9533053040504456,0.9527298212051392,0.9509779214859009,0.14065153438908365
11,0.956159234046936,0.9547939896583557,0.956159234046936,0.9545056819915771,0.1312490536920017
12,0.9584263563156128,0.9581969976425171,0.9584263563156128,0.9568797945976257,0.12330577844044284
13,0.961053729057312,0.960326075553894,0.961053729057312,0.9594844579696655,0.11454592606363197
14,0.964529812335968,0.9630764126777649,0.964529812335968,0.963219404220581,0.10493563042421425
15,0.968157172203064,0.9668800830841064,0.968157172203064,0.9668845534324646,0.09311209258712119
16,0.97172611951828,0.9707894325256348,0.97172611951828,0.970686137676239,0.08169010219474632
17,0.9716564416885376,0.9707541465759277,0.9716564416885376,0.970586895942688,0.07908023843940878
18,0.9763416051864624,0.9756921529769897,0.9763416051864624,0.9754705429077148,0.06876586161420822
19,0.9798409938812256,0.9795317649841309,0.9798409938812256,0.9790968298912048,0.05731787071618736
20,0.9905598163604736,0.9903940558433533,0.9905598163604736,0.9899747371673584,0.028995829448658257
21,0.995791494846344,0.9956899881362915,0.995791494846344,0.9955058693885803,0.014731485916334872
22,0.9969655871391296,0.9969413876533508,0.9969655871391296,0.9968096613883972,0.010524107997688208
23,0.996942400932312,0.9969052076339722,0.996942400932312,0.9968723058700562,0.010653661426442246
24,0.9958844184875488,0.9958319664001465,0.9958844184875488,0.9958133697509766,0.013783211602588247
25,0.9948962926864624,0.9948674440383911,0.9948962926864624,0.9948438405990601,0.01617629038290552
26,0.9956287145614624,0.995601236820221,0.9956287145614624,0.9955902695655823,0.013728340753351363
27,0.996209979057312,0.9961777925491333,0.996209979057312,0.9961761236190796,0.011629788765449553
28,0.9957565069198608,0.995726466178894,0.9957565069198608,0.9957345724105835,0.012287423292686329
29,0.9970237612724304,0.9970105886459351,0.9970237612724304,0.9970091581344604,0.009580920623279993
30,0.9965355396270752,0.9965317249298096,0.9965355396270752,0.9965309500694275,0.010257535603159342
31,0.9963959455490112,0.9963858127593994,0.9963959455490112,0.9963878989219666,0.010998019893165865
32,0.9956868886947632,0.9956682324409485,0.9956868886947632,0.9956716299057007,0.012062637631537493
33,0.9968610405921936,0.996854841709137,0.9968610405921936,0.9968542456626892,0.009292475128989152
34,0.9980701208114624,0.9980692863464355,0.9980701208114624,0.9980669617652893,0.006733422062617523
35,0.9966633319854736,0.9966574311256409,0.9966633319854736,0.9966579675674438,0.010069179810540976
36,0.997686505317688,0.9976820349693298,0.997686505317688,0.9976827502250671,0.007478836874205239
37,0.9975237846374512,0.99751877784729,0.9975237846374512,0.9975185394287109,0.007536094853310795
38,0.9965471029281616,0.9965434074401855,0.9965471029281616,0.9965447187423706,0.010603452058473649
39,0.9958844184875488,0.9958746433258057,0.9958844184875488,0.9958770871162415,0.011852560347289829
40,0.9989769458770752,0.9989776611328125,0.9989769458770752,0.9989769458770752,0.003462714952677611
41,0.9997907280921936,0.9997909069061279,0.9997907280921936,0.9997907280921936,0.0012426565795500386
42,0.9999302625656128,0.9999303817749023,0.9999302625656128,0.9999302625656128,0.0007254536421247132
43,0.9999302625656128,0.9999302625656128,0.9999302625656128,0.9999302625656128,0.0006059542129367484
44,0.9999882578849792,0.9999883770942688,0.9999882578849792,0.9999882578849792,0.00042270422864021357
45,0.9999884366989136,0.999988317489624,0.9999884366989136,0.999988317489624,0.0003448555461589076
46,0.9997907280921936,0.9997910261154175,0.9997907280921936,0.9997907280921936,0.0007925988364452985
47,0.9995582103729248,0.9995586276054382,0.9995582103729248,0.9995582103729248,0.0016228601945537464
48,0.9991861581802368,0.9991863965988159,0.9991861581802368,0.9991860389709473,0.002755146897752206
49,0.9990583062171936,0.9990581274032593,0.9990583062171936,0.9990581274032593,0.0035106372756022884
50,0.9994535446166992,0.9994537234306335,0.9994535446166992,0.999453604221344,0.0019989283690890806
51,0.9993488788604736,0.9993493556976318,0.9993488788604736,0.9993488788604736,0.0019673008833229863
52,0.9994534850120544,0.9994535446166992,0.9994534850120544,0.9994534850120544,0.001954777193337317
53,0.9996744394302368,0.9996746778488159,0.9996744394302368,0.9996745586395264,0.0012075167456996067
54,0.9996512532234192,0.9996513724327087,0.9996512532234192,0.9996511936187744,0.0013138098059655365
55,0.9993605017662048,0.9993604421615601,0.9993605017662048,0.9993603825569153,0.0020159155024192035
56,0.9995349049568176,0.9995348453521729,0.9995349049568176,0.9995347261428833,0.0018875170488042519
57,0.9993953704833984,0.9993958473205566,0.9993953704833984,0.9993954300880432,0.001990109948196948
58,0.9990930557250977,0.9990938901901245,0.9990930557250977,0.9990933537483215,0.0029468403228228054
59,0.9993257522583008,0.9993261098861694,0.9993257522583008,0.999325692653656,0.0020596455759957855
60,0.9998023509979248,0.9998025894165039,0.9998023509979248,0.9998023509979248,0.00085994269472524
61,0.9998604655265808,0.9998605251312256,0.9998604655265808,0.999860405921936,0.0005088967203889859
62,0.999941885471344,0.9999419450759888,0.999941885471344,0.9999418258666992,0.00034560305666564943
63,0.9999534487724304,0.9999534487724304,0.9999534487724304,0.9999533891677856,0.00028985212019874587
64,1.0,1.0,1.0,1.0,0.00016669452586051017
65,0.9999651312828064,0.9999651312828064,0.9999651312828064,0.9999651312828064,0.0002753829191744573
66,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001326666442223324
67,0.999988317489624,0.999988317489624,0.999988317489624,0.9999883770942688,0.00014183735507344858
68,0.999988317489624,0.9999883770942688,0.999988317489624,0.999988317489624,0.00010978720339813825
69,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.0002520177273508816
70,0.9998721480369568,0.9998722076416016,0.9998721480369568,0.999872088432312,0.0003915407821615361
71,0.9998140335083008,0.9998139142990112,0.9998140335083008,0.9998137950897217,0.0007333393518820233
72,0.999639630317688,0.999639630317688,0.999639630317688,0.9996395111083984,0.0010425358354030417
73,0.999686062335968,0.9996861815452576,0.999686062335968,0.9996861219406128,0.0010003358883176633
74,0.9999070167541504,0.9999070167541504,0.9999070167541504,0.9999070167541504,0.00045740574911351783
75,0.999988317489624,0.9999884366989136,0.999988317489624,0.9999883770942688,0.00015675579768710467
76,0.9999534487724304,0.9999535083770752,0.9999534487724304,0.9999534487724304,0.00021430730321353187
77,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.0001728117336930219
78,0.999930202960968,0.999930202960968,0.999930202960968,0.9999302625656128,0.0005894243873434504
79,0.9999535083770752,0.9999535083770752,0.9999535083770752,0.99995356798172,0.00026043446974692103
80,0.9999534487724304,0.9999535083770752,0.9999534487724304,0.9999535083770752,0.000216738545424007
81,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.9999766945838928,0.00015409049479688173
82,1.0,1.0,1.0,1.0,8.549767043556737e-05
83,0.9999651312828064,0.9999651312828064,0.9999651312828064,0.9999650716781616,0.000158282447569848
84,0.999988317489624,0.999988317489624,0.999988317489624,0.999988317489624,8.405133541108015e-05
85,0.999976634979248,0.9999767541885376,0.999976634979248,0.9999767541885376,8.132294626675284e-05
86,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,4.984600209381606e-05
87,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.9999767541885376,0.00010955846863409884
88,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,4.569903297481557e-05
89,0.999988317489624,0.9999884366989136,0.999988317489624,0.9999883770942688,0.00014047436587545585
90,1.0,1.0,1.0,1.0,5.592316085496699e-05
91,1.0,1.0,1.0,1.0,4.2688168722379704e-05
92,1.0,1.0,1.0,1.0,3.806916416034971e-05
93,1.0,1.0,1.0,1.0,3.646382336544972e-05
94,0.999988317489624,0.9999884366989136,0.999988317489624,0.999988317489624,5.243296862188019e-05
95,0.9999650716781616,0.9999651908874512,0.9999650716781616,0.9999650716781616,0.00017303764485835223
96,0.999988317489624,0.9999884366989136,0.999988317489624,0.9999883770942688,7.346639416114371e-05
97,0.9999884366989136,0.9999884366989136,0.9999884366989136,0.9999883770942688,6.858617870382964e-05
98,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,6.908451153652176e-05
99,0.9999884366989136,0.999988317489624,0.9999884366989136,0.9999883770942688,6.637817408396878e-05
